movieId,popularity
471,3.6232179226069245
1645,3.511958885155169
1591,2.6038532391771567
1580,3.5689152897264327
3175,3.5632937934339806
44022,3.2089141959552325
6620,3.6960398332561373
3749,1.9100418410041842
1238,3.841952353282975
1088,3.220289441790832
2366,3.432137663596704
2142,2.925503095975232
4519,3.2171532846715327
68135,2.968026270307639
41575,1.4076923076923078
1342,2.9004154447702835
150604,1.180722891566265
36525,3.3333333333333335
8638,3.894721577726218
5803,2.5673927842069433
7982,3.2509784735812133
54190,3.45697896749522
833,2.5364583333333335
3997,1.9827315541601256
1959,3.572432611212171
31528,2.3937282229965158
26425,2.955913978494624
160563,2.690597204574333
496,2.650870406189555
6658,2.5557413600891863
5300,3.1123287671232878
2866,3.375
96488,3.6846208362863218
6357,3.059504132231405
40574,1.923841059602649
166558,2.516460905349794
2122,2.556137977680081
141422,2.4925595238095237
139379,0.08653846153846154
3918,2.7852179406190776
32460,3.607415485278081
139747,2.521406727828746
4935,1.194078947368421
3794,2.9190871369294604
7833,2.9277389277389276
57370,1.9056291390728477
4900,2.4222972972972974
175197,2.262308998302207
33722,2.3344827586206898
148,2.282051282051282
7993,1.6956521739130435
463,2.2789373814041745
1829,2.278205128205128
6466,2.9075091575091574
31035,2.445
31367,1.9794303797468353
176809,0.16981132075471697
91937,0.6048387096774194
7340,2.2979910714285716
2659,2.342541436464088
99817,1.526946107784431
154464,0.07352941176470588
63645,0.8023255813953488
31983,0.8409090909090909
7253,1.4035087719298245
88674,0.2719298245614035
146036,0.5256410256410257
142084,1.35
179749,1.63903743315508
176073,0.7615384615384615
122484,0.17142857142857143
109800,0.43859649122807015
192545,0.0825242718446602
27760,1.0182481751824817
30970,0.8897058823529411
119432,0.6747967479674797
5518,1.0616438356164384
76143,0.9452554744525548
88599,0.36160714285714285
157793,0.39732142857142855
115602,0.25688073394495414
99861,0.7633587786259542
155042,0.06372549019607843
46952,0.5042735042735043
124861,0.9015151515151515
4818,0.8154362416107382
133153,0.524
135867,1.2157534246575343
96469,0.538135593220339
26755,0.7887323943661971
74820,0.8062015503875969
6397,0.5423728813559322
97186,0.6854838709677419
172523,0.39316239316239315
4101,0.9862068965517241
140541,0.3169642857142857
154077,0.25675675675675674
141299,0.27522935779816515
5156,0.8607142857142858
187693,0.039603960396039604
104064,0.23148148148148148
91784,0.748062015503876
189903,0.04455445544554455
172015,0.1201923076923077
64519,0.8484848484848485
190227,0.07352941176470588
144664,0.19523809523809524
102119,0.11538461538461539
181209,0.20754716981132076
6336,0.7519083969465649
27484,0.11538461538461539
83250,0.4957627118644068
176213,0.12980769230769232
85332,0.19158878504672897
81349,0.06372549019607843
71995,0.07547169811320754
186519,0.0825242718446602
179115,0.2102803738317757
180981,0.06862745098039216
185795,0.04411764705882353
160492,0.049019607843137254
6654,0.43162393162393164
8592,0.4260869565217391
91446,0.16037735849056603
180753,0.0297029702970297
92188,0.23148148148148148
173059,0.03431372549019608
167532,0.25
90817,0.14150943396226415
158593,0.07352941176470588
80451,0.3684210526315789
153236,0.25688073394495414
104508,0.16666666666666666
172959,0.0970873786407767
168654,0.2798165137614679
170010,0.06862745098039216
150383,0.058823529411764705
166735,0.15865384615384615
101627,0.11057692307692307
149688,0.26851851851851855
156197,0.0297029702970297
89056,0.35909090909090907
47501,0.18867924528301888
58061,0.18571428571428572
158803,0.034653465346534656
89476,0.05392156862745098
124647,0.11538461538461539
137124,0.06372549019607843
111515,0.21495327102803738
146988,0.2706422018348624
81501,0.2889908256880734
70355,0.0970873786407767
34234,0.07766990291262135
47084,1.1938775510204083
